State,County,Population,MenPopulation,WomenPopulation,VotingAgeCitizen,Income,IncomePerCapita,PovertyRate,ChildPovertyRate,EmployedPopulation,UnemployedPopulation,EmploymentRate,UnemploymentRate
Texas,Upton County,3575,1747,1828,2290,52750,25290,18.0,24.0,1398,25,61.0,1.1
Texas,Uvalde County,27015,13188,13827,17424,40781,19146,17.9,27.7,11605,1028,66.6,5.9
Texas,Val Verde County,48976,24836,24140,28860,44609,20160,20.9,27.1,18667,1905,64.7,6.6
Texas,Van Zandt County,53607,26307,27300,39666,50061,25394,14.2,20.3,22384,2340,56.4,5.9
Texas,Victoria County,91518,44790,46728,64245,55740,28181,14.8,20.8,43077,3276,67.1,5.1
Texas,Walker County,70818,41435,29383,56277,41456,17194,24.3,24.3,24044,1913,42.7,3.4
Texas,Waller County,48443,24209,24234,32066,53506,23888,18.0,25.1,21837,2501,68.1,7.8
Texas,Ward County,11498,5790,5708,7730,63333,26860,11.6,12.7,4823,472,62.4,6.1
Texas,Washington County,34667,17199,17468,25423,55793,28517,13.2,20.8,14897,1576,58.6,6.2
Texas,Webb County,269624,131657,137967,130541,40442,16316,31.5,42.0,102713,7441,78.7,5.7
Texas,Wharton County,41430,20355,21075,27899,50145,25867,17.5,29.2,18767,1479,67.3,5.3
Texas,Wheeler County,5599,2871,2728,3807,50910,25809,19.2,31.7,2551,213,67.0,5.6
Texas,Wichita County,131778,68339,63439,96973,45776,23263,18.9,26.6,55552,4655,57.3,4.8
Texas,Wilbarger County,12972,6415,6557,9694,43913,21938,16.5,22.6,6329,562,65.3,5.8
Texas,Willacy County,21839,11821,10018,14146,29104,13369,35.6,49.5,6415,2051,45.3,14.5
Texas,Williamson County,508313,250106,258207,342928,79123,34575,7.0,8.4,254840,16461,74.3,4.8
Texas,Wilson County,47205,23703,23502,34562,71942,29862,10.2,12.8,21002,2074,60.8,6.0
Texas,Winkler County,7777,3968,3809,4689,55000,23483,17.9,22.6,3267,192,69.7,4.1
Texas,Wise County,63247,31766,31481,44333,59081,27447,13.0,20.4,27736,2660,62.6,6.0
Texas,Wood County,43315,21523,21792,33979,48038,25955,13.3,22.0,15960,2650,47.0,7.8
Texas,Yoakum County,8481,4286,4195,4432,62500,23681,12.3,14.6,3755,332,84.7,7.5
Texas,Young County,18166,8922,9244,13070,46351,25661,16.5,25.9,8248,588,63.1,4.5
Texas,Zapata County,14415,7190,7225,6586,34550,17817,34.1,48.0,5146,817,78.1,12.4
Texas,Zavala County,12152,6163,5989,8053,25988,13105,36.2,56.3,4397,813,54.6,10.1
Utah,Beaver County,6414,3296,3118,4165,47878,21128,10.5,15.8,2653,196,63.7,4.7
Utah,Box Elder County,52182,26423,25759,34484,58835,22808,10.2,13.0,22319,1897,64.7,5.5
Utah,Cache County,120288,60247,60041,78436,53812,21752,15.2,14.2,56905,2824,72.5,3.6
Utah,Carbon County,20512,10088,10424,14717,46994,22536,16.2,19.2,8906,795,60.5,5.4
Utah,Daggett County,702,425,277,539,85000,28533,4.0,0.0,293,5,54.4,1.0
Utah,Davis County,334977,168534,166443,217453,75961,28293,6.2,7.1,155828,7176,71.7,3.3
Utah,Duchesne County,20259,10320,9939,12892,63000,23323,12.7,15.4,8026,799,62.3,6.2
Utah,Emery County,10410,5306,5104,7098,51852,21465,12.9,20.2,4030,312,56.8,4.4
Utah,Garfield County,5020,2633,2387,3699,51700,23228,13.1,17.9,2212,170,59.8,4.6
Utah,Grand County,9544,4823,4721,7123,46658,25662,12.7,18.7,4859,456,68.2,6.4
Utah,Iron County,48504,24108,24396,33454,45422,19791,20.9,23.3,20960,2074,62.7,6.2
Utah,Juab County,10694,5491,5203,6788,57590,20457,12.8,17.8,4602,197,67.8,2.9
Utah,Kane County,7246,3656,3590,5526,50266,24836,11.1,9.8,3152,221,57.0,4.0
Utah,Millard County,12651,6462,6189,7892,59312,23283,11.6,19.1,5546,229,70.3,2.9
Utah,Morgan County,11014,5617,5397,7021,86071,30457,2.4,1.0,4701,239,67.0,3.4
Utah,Piute County,1860,966,894,1427,41750,17455,12.9,18.1,636,27,44.6,1.9
Utah,Rich County,2307,1114,1193,1540,52917,19512,18.0,20.5,671,28,43.6,1.8
Utah,Salt Lake County,1106700,555589,551111,718732,67922,30134,10.4,13.1,564689,30905,78.6,4.3
Utah,San Juan County,15193,7654,7539,10208,42581,17385,28.4,33.8,5247,857,51.4,8.4
Utah,Sanpete County,28892,15311,13581,20289,50928,17426,16.9,17.1,10784,1380,53.2,6.8
Utah,Sevier County,20961,10756,10205,14371,50850,21196,13.3,14.6,8634,690,60.1,4.8
Utah,Summit County,39731,20499,19232,27127,94952,52671,7.5,9.2,21711,624,80.0,2.3
Utah,Tooele County,63357,31942,31415,40381,66542,24069,6.9,7.4,28406,2625,70.3,6.5
Utah,Uintah County,36343,18454,17889,23623,67012,25001,11.6,12.8,15087,1583,63.9,6.7
Utah,Utah County,576496,290874,285622,352481,67042,23207,11.8,10.4,257679,15157,73.1,4.3
Utah,Wasatch County,29306,14903,14403,18354,74552,30086,7.8,10.2,14397,440,78.4,2.4
Utah,Washington County,155577,77178,78399,107479,55175,25415,14.2,19.7,62920,5589,58.5,5.2
Utah,Wayne County,2700,1403,1297,1898,42444,22195,9.2,9.2,1215,36,64.0,1.9
Utah,Weber County,244101,122542,121559,163145,62036,25275,12.1,15.4,115146,7831,70.6,4.8
Vermont,Addison County,36825,18214,18611,29510,61875,31051,7.8,9.0,19872,1298,67.3,4.4
Vermont,Bennington County,36054,17689,18365,28655,52251,31313,12.8,20.1,17605,1261,61.4,4.4
Vermont,Caledonia County,30576,15366,15210,24155,47371,25896,12.3,16.4,14475,1184,59.9,4.9
Vermont,Chittenden County,160985,78928,82057,125467,66906,36384,11.3,12.2,90054,5144,71.8,4.1
Vermont,Essex County,6203,3135,3068,5010,38767,23022,15.5,19.5,2784,256,55.6,5.1
Vermont,Franklin County,48816,24251,24565,37192,62214,30624,8.0,9.1,25865,1636,69.5,4.4
Vermont,Grand Isle County,6950,3432,3518,5668,66111,38635,7.5,10.5,3766,278,66.4,4.9
Vermont,Lamoille County,25191,12504,12687,19443,54899,31390,14.0,19.4,13437,739,69.1,3.8
Vermont,Orange County,28901,14358,14543,23247,56584,29651,11.5,15.8,15343,1000,66.0,4.3
Vermont,Orleans County,26951,13534,13417,21168,45664,25392,14.2,15.7,12227,931,57.8,4.4
Vermont,Rutland County,59676,29275,30401,48263,52635,28443,11.4,14.6,30152,2268,62.5,4.7
Vermont,Washington County,58691,28997,29694,46565,60602,32137,11.8,18.1,31703,1816,68.1,3.9
Vermont,Windham County,43332,21172,22160,34775,50831,29819,14.1,18.7,21882,1947,62.9,5.6
Vermont,Windsor County,55485,27171,28314,44323,56828,34264,10.2,14.2,28099,1995,63.4,4.5
Virginia,Accomack County,32840,16079,16761,24408,42260,24266,19.8,31.8,13837,1318,56.7,5.4
Virginia,Albemarle County,105105,50283,54822,78224,72265,39273,9.8,11.0,50689,2503,64.8,3.2
Virginia,Alleghany County,15489,7586,7903,12369,46020,25952,19.3,25.7,6225,544,50.3,4.4
Virginia,Amelia County,12802,6644,6158,10049,58535,26118,13.0,18.9,6166,332,61.4,3.3
Virginia,Amherst County,31819,15331,16488,25212,49677,24296,13.4,20.6,14506,1412,57.5,5.6
Virginia,Appomattox County,15462,7507,7955,12017,54875,26347,14.4,22.2,6890,421,57.3,3.5
Virginia,Arlington County,229534,114403,115131,162937,112138,67061,8.2,10.0,143798,5214,88.3,3.2
Virginia,Augusta County,74390,37695,36695,58894,59544,30088,8.8,11.9,34960,2415,59.4,4.1
Virginia,Bath County,4458,2311,2147,3342,44483,28195,9.3,7.4,2073,304,62.0,9.1
Virginia,Bedford County,77319,38012,39307,60597,59405,30633,8.9,10.6,36735,2666,60.6,4.4
Virginia,Bland County,6524,3617,2907,5455,46927,23505,8.3,13.5,2578,365,47.3,6.7
Virginia,Botetourt County,33149,16421,16728,26210,64733,34733,7.7,10.0,16102,996,61.4,3.8
Virginia,Brunswick County,16435,8557,7878,13253,40871,20278,20.9,40.0,6258,1034,47.2,7.8
Virginia,Buchanan County,22611,11378,11233,18471,30828,19241,26.5,42.1,6679,1589,36.2,8.6
Virginia,Buckingham County,17048,9465,7583,13682,46610,19702,16.6,21.4,6543,1149,47.8,8.4
Virginia,Campbell County,55158,26745,28413,43082,48823,26417,11.7,13.7,26478,1465,61.5,3.4
Virginia,Caroline County,29889,14807,15082,22632,60925,28039,11.9,19.7,13227,1426,58.4,6.3
Virginia,Carroll County,29767,14993,14774,23614,41145,23690,14.6,16.9,13125,897,55.6,3.8
Virginia,Charles City County,7022,3437,3585,5842,55069,32689,13.2,23.1,3348,362,57.3,6.2
Virginia,Charlotte County,12176,5991,6185,9454,38350,19830,22.7,30.6,4929,643,52.1,6.8
Virginia,Chesterfield County,335594,161644,173950,242379,76969,35370,7.2,8.9,171886,13573,70.9,5.6
Virginia,Clarke County,14331,7195,7136,11059,72129,38658,10.4,19.0,7087,365,64.1,3.3
Virginia,Craig County,5131,2525,2606,4155,53526,26753,9.3,7.5,2219,170,53.4,4.1
Virginia,Culpeper County,49795,25057,24738,35270,69693,29979,8.9,10.3,23377,2081,66.3,5.9
Virginia,Cumberland County,9797,4830,4967,7791,43020,23488,21.8,42.3,4810,545,61.7,7.0
Virginia,Dickenson County,15181,7720,7461,12060,29916,21082,23.0,33.1,4577,675,38.0,5.6
Virginia,Dinwiddie County,28033,13849,14184,21702,54640,25981,14.8,21.4,13375,1801,61.6,8.3
Virginia,Essex County,11083,4899,6184,8666,50629,25730,12.3,15.0,5272,485,60.8,5.6
Virginia,Fairfax County,1142004,565593,576411,724787,117515,52976,6.1,7.9,609859,32615,84.1,4.5
Virginia,Fauquier County,68406,33858,34548,50064,94775,43067,6.2,8.1,34893,2003,69.7,4.0
Virginia,Floyd County,15594,7842,7752,12273,48396,25446,12.0,11.5,7210,675,58.7,5.5
Virginia,Fluvanna County,26109,11928,14181,20304,67964,31952,6.1,5.3,12127,975,59.7,4.8
Virginia,Franklin County,56277,27631,28646,44696,51208,27282,14.8,22.5,25460,2414,57.0,5.4
Virginia,Frederick County,83784,41634,42150,61331,71037,32554,5.6,5.6,42721,2515,69.7,4.1
Virginia,Giles County,16867,8273,8594,13333,49734,25004,11.3,11.9,7545,640,56.6,4.8
Virginia,Gloucester County,37035,18278,18757,29301,63881,32271,8.7,12.1,17770,967,60.6,3.3
Virginia,Goochland County,22148,10897,11251,17779,86652,47610,5.3,6.1,10561,604,59.4,3.4
Virginia,Grayson County,15708,7875,7833,12771,32048,20525,20.2,36.0,6509,945,51.0,7.4
Virginia,Greene County,19213,9387,9826,14008,62952,30215,9.4,11.5,9209,883,65.7,6.3
Virginia,Greensville County,11606,7238,4368,9459,42121,16835,17.0,24.9,4012,539,42.4,5.7
Virginia,Halifax County,35030,16505,18525,27426,39233,21155,18.7,25.7,14426,1344,52.6,4.9
Virginia,Hanover County,103218,50653,52565,78580,84955,37924,5.8,8.3,54324,2672,69.1,3.4
Virginia,Henrico County,324073,153299,170774,230879,66447,36497,10.4,16.3,168806,13391,73.1,5.8
Virginia,Henry County,51956,25038,26918,40672,36779,21473,19.2,32.3,20659,3538,50.8,8.7
Virginia,Highland County,2213,1020,1193,1929,45094,32648,10.6,13.5,905,10,46.9,0.5
Virginia,Isle of Wight County,36090,17651,18439,28186,67767,33172,10.3,17.1,17338,1973,61.5,7.0
Virginia,James City County,73028,35265,37763,56500,80772,42047,7.5,9.8,33064,2768,58.5,4.9
Virginia,King and Queen County,7052,3524,3528,5590,51495,25831,15.6,35.3,3157,246,56.5,4.4
Virginia,King George County,25564,12839,12725,18715,84770,35676,5.7,8.2,12525,917,66.9,4.9
Virginia,King William County,16329,8108,8221,12468,67423,31192,10.9,24.8,8284,461,66.4,3.7
Virginia,Lancaster County,10848,5013,5835,9093,51495,33997,11.0,13.5,4384,400,48.2,4.4
Virginia,Lee County,24428,12792,11636,19641,32590,18514,26.2,35.8,7559,2239,38.5,11.4
Virginia,Loudoun County,374558,185575,188983,231130,129588,50456,3.7,3.6,201528,8783,87.2,3.8
Virginia,Louisa County,34813,17007,17806,27103,56946,30237,11.8,15.5,16325,2087,60.2,7.7
Virginia,Lunenburg County,12369,6367,6002,9789,39537,18555,18.6,27.9,4694,441,48.0,4.5
Virginia,Madison County,13108,6369,6739,10223,52287,29705,9.8,7.6,6097,572,59.6,5.6
Virginia,Mathews County,8830,4229,4601,7465,63622,35252,10.6,22.8,4151,105,55.6,1.4
Virginia,Mecklenburg County,30959,14944,16015,24920,41126,22970,16.9,22.9,12739,1246,51.1,5.0
Virginia,Middlesex County,10710,5279,5431,8996,50483,29871,10.2,14.0,4385,567,48.7,6.3
Virginia,Montgomery County,97692,50448,47244,77245,53424,28277,23.8,15.5,46955,3322,60.8,4.3
Virginia,Nelson County,14863,7224,7639,11728,53834,33597,14.9,20.7,7131,434,60.8,3.7
Virginia,New Kent County,20523,10309,10214,16086,78429,36768,5.1,7.2,10248,820,63.7,5.1
Virginia,Northampton County,11998,5737,6261,9182,41468,24835,20.3,36.5,4892,404,53.3,4.4
Virginia,Northumberland County,12254,6051,6203,10284,56677,33364,13.5,27.1,4733,802,46.0,7.8
Virginia,Nottoway County,15537,8415,7122,12136,38410,19452,21.5,21.1,5577,704,46.0,5.8
Virginia,Orange County,35265,17341,17924,26796,67196,30660,8.9,14.8,15957,1742,59.5,6.5
Virginia,Page County,23694,11638,12056,18726,46140,24057,17.0,24.6,10627,1461,56.7,7.8
Virginia,Patrick County,17958,8867,9091,14550,37757,21785,20.2,41.5,7383,960,50.7,6.6
Virginia,Pittsylvania County,61970,30372,31598,48994,44356,23597,14.7,22.1,27749,3283,56.6,6.7
Virginia,Powhatan County,28364,15185,13179,22692,80441,33807,5.5,5.0,12939,908,57.0,4.0
Virginia,Prince Edward County,22903,11379,11524,18402,44147,19751,21.4,19.3,8898,957,48.4,5.2
Virginia,Prince George County,37704,20643,17061,28884,68461,27970,12.3,19.8,14926,2455,51.7,8.5
Virginia,Prince William County,450763,224843,225920,279061,101059,38225,7.0,9.8,231096,13953,82.8,5.0
Virginia,Pulaski County,34330,17152,17178,27812,49691,26328,13.9,20.2,15462,1919,55.6,6.9
Virginia,Rappahannock County,7359,3646,3713,5825,62541,38185,8.9,9.3,3580,169,61.5,2.9
Virginia,Richmond County,8873,4978,3895,7085,47341,19728,17.4,29.0,3240,453,45.7,6.4
Virginia,Roanoke County,93419,44811,48608,72303,62134,33717,8.0,10.4,45305,3471,62.7,4.8
Virginia,Rockbridge County,22440,11143,11297,18300,53918,31534,15.6,23.8,10267,915,56.1,5.0
Virginia,Rockingham County,78653,38485,40168,58759,57651,28884,10.2,14.9,38878,2703,66.2,4.6
Virginia,Russell County,27725,13563,14162,22169,40083,21673,17.6,23.0,10120,1507,45.6,6.8
Virginia,Scott County,22290,11191,11099,18018,38725,20969,17.7,22.6,8445,1117,46.9,6.2
Virginia,Shenandoah County,42854,20850,22004,32507,53934,27016,10.3,11.5,20182,1690,62.1,5.2
Virginia,Smyth County,31298,15386,15912,24794,40544,22319,17.4,23.8,12817,1562,51.7,6.3
Virginia,Southampton County,18089,9414,8675,14511,53681,25784,11.7,15.7,7887,624,54.4,4.3
Virginia,Spotsylvania County,130159,63945,66214,93292,81434,33859,8.0,10.8,64416,5131,69.0,5.5
Virginia,Stafford County,141159,70984,70175,98728,103005,39158,4.7,6.4,68238,4245,69.1,4.3
Virginia,Surry County,6670,3213,3457,5394,54656,27162,13.6,20.2,3099,415,57.5,7.7
Virginia,Sussex County,11595,7552,4043,9570,44608,15882,17.8,24.8,2684,526,28.0,5.5
Virginia,Tazewell County,42689,21055,21634,34131,40309,24325,15.6,21.8,16237,2662,47.6,7.8
Virginia,Warren County,38991,19445,19546,29780,65353,30009,9.8,14.0,18753,1787,63.0,6.0
Virginia,Washington County,54457,26857,27600,43820,44844,25640,14.6,20.6,23980,2804,54.7,6.4
Virginia,Westmoreland County,17596,8646,8950,13733,55688,32265,9.5,4.0,7696,1003,56.0,7.3
Virginia,Wise County,39539,20612,18927,31378,38255,21694,19.9,27.0,13321,3012,42.5,9.6
Virginia,Wythe County,29048,14200,14848,23069,46119,24879,15.2,19.9,13014,1430,56.4,6.2
Virginia,York County,67196,33024,34172,48920,86781,38193,5.2,6.3,30172,3131,61.7,6.4
Virginia,Alexandria city,154710,74501,80209,103194,93370,57019,10.5,17.7,95344,4025,92.4,3.9
Virginia,Bristol city,17077,7974,9103,13453,37844,21589,21.3,36.1,7139,1036,53.1,7.7
Virginia,Buena Vista city,6495,2945,3550,5148,33672,17969,20.8,29.5,2806,242,54.5,4.7
Virginia,Charlottesville city,46487,22336,24151,35983,54739,32860,24.5,21.3,24447,1295,67.9,3.6
Virginia,Chesapeake city,235410,114935,120475,173784,72214,32123,9.6,15.5,108589,10079,62.5,5.8
Virginia,Colonial Heights city,17582,8108,9474,13157,50952,27608,13.2,19.7,7587,1342,57.7,10.2
Virginia,Covington city,5675,2876,2799,4516,35546,22098,19.9,31.7,2173,253,48.1,5.6
Virginia,Danville city,41911,19129,22782,31970,34951,21882,21.5,31.1,16814,3229,52.6,10.1
Virginia,Emporia city,5495,2488,3007,4013,27426,18548,30.9,52.3,1893,819,47.2,20.4
Virginia,Fairfax city,23580,11621,11959,15316,106870,46489,7.8,6.2,12834,628,83.8,4.1
Virginia,Falls Church city,13843,6801,7042,9598,114795,65510,2.9,2.4,7672,403,79.9,4.2
Virginia,Franklin city,8334,3663,4671,6279,38760,24820,16.6,23.1,3488,929,55.6,14.8
Virginia,Fredericksburg city,28135,12890,15245,21157,57258,32359,16.3,20.0,14674,1185,69.4,5.6
Virginia,Galax city,6788,3304,3484,5000,31311,22572,21.2,28.8,2901,275,58.0,5.5
Virginia,Hampton city,136255,65820,70435,104913,52021,27053,14.9,21.6,62042,8183,59.1,7.8
Virginia,Harrisonburg city,53064,25414,27650,39184,43009,20134,29.0,19.6,26008,2077,66.4,5.3
Virginia,Hopewell city,22353,10342,12011,15992,40712,22668,21.2,31.4,9503,1599,59.4,10.0
Virginia,Lexington city,7113,3982,3131,6479,37309,16668,21.4,18.0,2257,266,34.8,4.1
Virginia,Lynchburg city,79237,37166,42071,61176,41971,22439,22.3,29.3,35605,4527,58.2,7.4
Virginia,Manassas city,41379,20675,20704,23918,77551,30572,8.8,13.9,21846,1770,91.3,7.4
Virginia,Manassas Park city,16117,8482,7635,8752,79131,29641,10.3,16.5,8326,525,95.1,6.0
Virginia,Martinsville city,13256,6010,7246,9871,33545,22544,24.0,35.6,5359,819,54.3,8.3
Virginia,Newport News city,180775,87598,93177,133257,51082,26028,16.4,25.7,81596,9994,61.2,7.5
Virginia,Norfolk city,245752,128254,117498,188971,47137,26670,21.0,31.5,104089,16063,55.1,8.5
Virginia,Norton city,4043,1694,2349,3147,26971,19297,25.7,34.4,1620,425,51.5,13.5
Virginia,Petersburg city,32037,14703,17334,24822,33939,21992,27.6,43.0,13348,3028,53.8,12.2
Virginia,Poquoson city,12022,5864,6158,9218,88328,39305,4.9,4.8,5908,433,64.1,4.7
Virginia,Portsmouth city,95536,46070,49466,71667,48727,24291,17.7,30.7,41692,6952,58.2,9.7
Virginia,Radford city,17380,8526,8854,15378,36082,19539,37.5,20.2,7455,1153,48.5,7.5
Virginia,Richmond city,220892,104853,116039,172050,42356,30113,25.2,40.5,109362,15140,63.6,8.8
Virginia,Roanoke city,99572,47736,51836,72630,41483,24697,21.6,33.3,47334,4794,65.2,6.6
Virginia,Salem city,25521,11947,13574,20322,53990,30141,8.9,12.1,12446,955,61.2,4.7
Virginia,Staunton city,24273,11130,13143,19360,46435,27571,13.3,19.0,11848,755,61.2,3.9
Virginia,Suffolk city,88057,42594,45463,65097,68089,31239,11.2,16.8,41009,4361,63.0,6.7
Virginia,Virginia Beach city,450057,221350,228707,334514,70500,34607,8.0,11.4,219573,17729,65.6,5.3
Virginia,Waynesboro city,21620,10438,11182,15916,42112,23640,17.4,23.6,9976,700,62.7,4.4
Virginia,Williamsburg city,14817,6829,7988,12229,54606,26921,21.5,14.0,6235,893,51.0,7.3
Virginia,Winchester city,27516,13444,14072,19288,49330,28429,12.5,18.8,13358,829,69.3,4.3
Washington,Adams County,19261,9750,9511,8899,48131,18415,23.1,31.6,7757,525,87.2,5.9
Washington,Asotin County,22259,10594,11665,17464,47483,26878,13.5,19.2,9824,1170,56.3,6.7
Washington,Benton County,190529,95438,95091,128595,63001,30511,13.4,19.8,85352,7716,66.4,6.0
Washington,Chelan County,75138,37352,37786,52088,54975,27605,12.8,17.3,34063,3021,65.4,5.8
Washington,Clallam County,73439,36389,37050,58982,48002,28857,17.1,29.1,28027,5190,47.5,8.8
Washington,Clark County,457474,226178,231296,323897,67832,32162,10.3,13.4,213776,20082,66.0,6.2
Washington,Columbia County,3999,1956,2043,3127,46250,28950,14.5,16.9,1628,247,52.1,7.9
Washington,Cowlitz County,103590,51079,52511,77551,49804,25878,16.9,22.4,42579,6514,54.9,8.4
Washington,Douglas County,40585,20382,20203,25965,55805,25060,13.7,19.1,18297,1013,70.5,3.9
Washington,Ferry County,7568,3911,3657,6107,41081,21951,21.2,24.8,2465,580,40.4,9.5
Washington,Franklin County,89124,46383,42741,45396,60275,22125,15.9,23.7,38844,2633,85.6,5.8
Washington,Garfield County,2226,1118,1108,1686,51399,24781,11.7,18.2,934,121,55.4,7.2
Washington,Grant County,93420,47166,46254,52283,52382,22508,15.9,20.7,39432,3608,75.4,6.9
Washington,Grays Harbor County,71454,36786,34668,54694,45483,24081,16.0,21.7,27104,5524,49.6,10.1
Washington,Island County,80323,40020,40303,63369,61516,33837,9.5,14.3,32230,4246,50.9,6.7
Washington,Jefferson County,30524,14981,15543,25898,51842,32317,12.8,20.2,11289,1942,43.6,7.5
Washington,King County,2118119,1058695,1059424,1459791,83571,46316,10.2,12.3,1140353,72990,78.1,5.0
Washington,Kitsap County,258903,132104,126799,199599,68336,34412,9.9,12.1,112032,11377,56.1,5.7
Washington,Kittitas County,43726,22039,21687,34565,53163,26698,19.6,11.9,20901,1832,60.5,5.3
Washington,Klickitat County,21172,10572,10600,15929,51258,25069,14.9,20.6,8242,796,51.7,5.0
Washington,Lewis County,76012,37884,38128,57147,46387,23853,16.0,20.1,29789,5029,52.1,8.8
Washington,Lincoln County,10344,5264,5080,8036,49460,26918,13.7,23.2,4126,338,51.3,4.2
Washington,Mason County,61569,31695,29874,47524,53087,26312,16.2,25.7,23051,3944,48.5,8.3
Washington,Okanogan County,41377,20868,20509,28678,42598,22755,21.8,29.9,16762,1921,58.4,6.7
Washington,Pacific County,20940,10462,10478,16585,39895,23050,18.6,24.8,6916,1061,41.7,6.4
Washington,Pend Oreille County,13066,6636,6430,10297,49184,26128,16.6,18.5,4401,824,42.7,8.0
Washington,Pierce County,845193,420170,425023,610627,63881,31157,12.2,16.1,383286,42133,62.8,6.9
Washington,San Juan County,16221,7817,8404,13500,60271,40784,10.7,16.4,7635,540,56.6,4.0
Washington,Skagit County,121725,60223,61502,87245,59263,30069,14.3,19.6,54177,5584,62.1,6.4
Washington,Skamania County,11498,5834,5664,8981,53606,28644,13.3,18.4,4934,557,54.9,6.2
Washington,Snohomish County,771904,387078,384826,544153,78020,35737,8.8,11.1,390186,29384,71.7,5.4
Washington,Spokane County,490764,243266,247498,369260,52159,28325,15.2,18.6,221595,23263,60.0,6.3
Washington,Stevens County,43858,21834,22024,33720,47272,24707,15.6,20.8,16545,2259,49.1,6.7
Washington,Thurston County,269885,132099,137786,202828,66113,32410,11.6,14.5,122976,15618,60.6,7.7
Washington,Wahkiakum County,4105,1985,2120,3349,49508,26964,13.9,18.2,1215,211,36.3,6.3
Washington,Walla Walla County,59862,30692,29170,42837,52630,26651,14.4,17.5,26496,2570,61.9,6.0
Washington,Whatcom County,212738,105396,107342,160224,56419,29186,15.3,14.1,102696,10895,64.1,6.8
Washington,Whitman County,47794,24423,23371,37276,41574,22154,27.5,14.7,22218,3168,59.6,8.5
Washington,Yakima County,248279,124369,123910,143229,47470,21510,19.0,27.7,103990,10742,72.6,7.5
West Virginia,Barbour County,16790,8165,8625,13382,37516,20762,22.5,32.5,6421,1191,48.0,8.9
West Virginia,Berkeley County,111610,54961,56649,83250,59480,27658,13.0,18.8,52254,6910,62.8,8.3
